Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Antal,Datering,Tidsperiod,Föremålsnummer,Historisk plats,Förvärvsnummer,Omnämns i katalog,Förvärvsmetod,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Kontextnamn,Undersökare,Undersökningsår,Storlek,Antal fragment,plats_latitude,plats_longitude,historisk_plats_latitude,historisk_plats_longitude,Föremålsbenämning_translated,Föremålsnr._translated,Andra nummer_translated,Material_translated,Plats_translated,Fornlämning_translated,Socken_translated,Landskap_translated,Land_translated,Kontexttyp_translated,Kontextnr._translated,Kategori_translated,Datering_translated,Tidsperiod_translated,Föremålsnummer_translated,Historisk plats_translated,Omnämns i katalog_translated,Förvärvsmetod_translated,Fyndplats_translated,Arkeologisk kontext_translated,Kontextnamn_translated,Undersökare_translated,Undersökningsår_translated,Storlek_translated,Era Start Year,Era End Year,Width,Length,Thickness,Diameter,Weight,year_uncovered
Pilspets,985152_HST,35000.0,Fyndnummer: 41684,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2296,Historiska museet,Pilspets - 409,https://samlingar.shm.se/object/9A1FBD0D-EA29-4A91-A8FB-173C9D8D8AE2,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,985152_HST,"Birka, Adelsö socken",35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2296",R002296,"Ambrosiani, Björn",1992-06-16,Vikt 2 g  Längd 19 mm  Tjocklek 8 mm,2.0,,,,,Pilspets,985152_HST,Funny number: 41684,Iron,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2296,Weapons and armor Archaeological collection,800 – 1100,Viking age,985152_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2296",R002296,"Ambrosiani, Björn",1992-06-16,Weight 2 g Length 19 mm Thickness 8 mm,800,1100,,19.0,8.0,,2.0,1992.0
Yxa,1092544_HST,13316.0,Undernummer: 1,Järn,"Hotingsjön, Grundfjärden, Långön",L1948:9470,Tåsjö socken,Ångermanland,Sverige,Skelettgrav,1,Historiska museet,Yxa - 410,https://samlingar.shm.se/object/E5C451AD-4E74-4A47-AB35-8B1546EEE1E5,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,1092544_HST,,13316.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=13316,,1907.0,"Plats: Hotingsjön, Grundfjärden, Långön, Fornlämning: L1948:9470, Socken: Tåsjö socken, Kommun: Strömsund kommun, Landskap: Ångermanland, Land: Sverige","Skelettgrav, Hög: 1",,,,Längd 169 mm  Bredd 83 mm,,,,46.3144754,11.0480288,Axe,1092544_HST,Subnumber: 1,Iron,"Hotingsjön, Grundfjärden, Långön",L1948:9470,Tåsjö parish,Ångermanland,Sweden,Skelettgrav,1,Weapons and armor Archaeological collection,800 – 1100,Viking age,1092544_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=13316,,"Location: Hotingsjön, Grundfjärden, Långön, Ancient site: L1948:9470, Parish: Tåsjö parish, Municipality: Strömsund municipality, Landscape: Ångermanland, Country: Sweden","Skeleton Grave, High: 1",,,,Length 169 mm Width 83 mm,800,1100,83.0,169.0,,,,
Yxa,1092582_HST,13316.0,Undernummer: 6,"Järn, Trä","Hotingsjön, Grundfjärden, Långön",L1948:9470,Tåsjö socken,Ångermanland,Sverige,Skelettgrav,6,Historiska museet,Yxa - 411,https://samlingar.shm.se/object/4FF973F6-9036-4611-A837-BFAB27191F69,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,1092582_HST,,13316.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=13316,,1907.0,"Plats: Hotingsjön, Grundfjärden, Långön, Fornlämning: L1948:9470, Socken: Tåsjö socken, Kommun: Strömsund kommun, Landskap: Ångermanland, Land: Sverige","Skelettgrav, Hög: 6",,,,Längd 155 mm  Bredd 79 mm,,,,46.3144754,11.0480288,Axe,1092582_HST,Subnumber: 6,"Iron, Wood","Hotingsjön, Grundfjärden, Långön",L1948:9470,Tåsjö parish,Ångermanland,Sweden,Skelettgrav,6,Weapons and armor Archaeological collection,800 – 1100,Viking age,1092582_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=13316,,"Location: Hotingsjön, Grundfjärden, Långön, Ancient site: L1948:9470, Parish: Tåsjö parish, Municipality: Strömsund municipality, Landscape: Ångermanland, Country: Sweden","Skeleton Grave, High: 6",,,,Length 155 mm Width 79 mm,800,1100,79.0,155.0,,,,
Svärd,1142141_HST,9521.0,Undernummer: 10:42,Järn,Karby,,Vendel socken,Uppland,Sverige,Hög,10,Historiska museet,Svärd - 412,https://samlingar.shm.se/object/F1EFBCC8-602D-4F74-AEE1-3F1383A4ABD8,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,1142141_HST,,9521.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=9521,,1894.0,"Plats: Karby, Fastighet: Karby nr 2, Socken: Vendel socken, Kommun: Tierp kommun, Landskap: Uppland, Land: Sverige",Hög: 10,,"Stolpe, Hjalmar",,,,54.6239131,9.9746688,46.3144754,11.0480288,Sword,1142141_HST,Subnumber: 10:42,Iron,Karby,,Vendel parish,Hinterland,Sweden,High,10,Weapons and armor Archaeological collection,800 – 1100,Viking age,1142141_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=9521,,"Place: Karby, Property: Karby no. 2, Parish: Vendel parish, Municipality: Tierp municipality, Landscape: Uppland, Country: Sweden",High: 10,,"Stolpe, Hjalmar",,,800,1100,,,,,,
Yxa,836904_HST,20905.0,Undernummer: 1,Järn,Rothagen,L2000:9040,Sollerön socken,Dalarna,Sverige,Grav,1,Historiska museet,Yxa - 413,https://samlingar.shm.se/object/9891F3FC-6DF4-4F94-ACFD-995FFF559BEF,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,836904_HST,,20905.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20905,,1935.0,"Plats: Rothagen, Fornlämning: L2000:9040, Socken: Sollerön socken, Kommun: Mora kommun, Landskap: Dalarna, Land: Sverige",Grav: 1,,,,Vikt 839 g,,60.9139087,14.6058093,46.3144754,11.0480288,Axe,836904_HST,Subnumber: 1,Iron,Rothagen,L2000:9040,Sollerön parish,The valleys,Sweden,Serious,1,Weapons and armor Archaeological collection,800 – 1100,Viking age,836904_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20905,,"Place: Rothagen, Ancient site: L2000:9040, Parish: Sollerön parish, Municipality: Mora municipality, Landscape: Dalarna, Country: Sweden",Serious: 1,,,,Weight 839 g,800,1100,,,,,839.0,
Yxa,783173_HST,15817.0,"Undernummer: 1910,4",Järn,"Verhne Saltovo, Volchansk, Kharkov",,,,Ukraina,Grav,IV,Historiska museet,Yxa - 414,https://samlingar.shm.se/object/21B12DC4-9ECB-41FF-9849-F20A5F79C6AE,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,783173_HST,,15817.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=15817,,1917.0,"Plats: Verhne Saltovo, Volchansk, Kharkov, Land: Ukraina",Grav: IV,,"Arne, Ture J:son",,,,,,46.3144754,11.0480288,Axe,783173_HST,Subnumber: 1910.4,Iron,"Verhne Saltovo, Volchansk, Kharkov",,,,Ukraine,Serious,IV,Weapons and armor Archaeological collection,800 – 1100,Viking age,783173_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=15817,,"Plats: Verhne Saltovo, Volchansk, Kharkov, Land: Ukraine",Grave: IV,,"Arne, Ture J:son",,,800,1100,,,,,,
Yxa,851337_HST,6275.0,Undernummer: 1,Järn,Norrgårda,,Vallstena socken,Gotland,Sverige,,,Historiska museet,Yxa - 415,https://samlingar.shm.se/object/81D8686A-1295-4EEF-8206-BAB1E6A9B661,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,851337_HST,,6275.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=6275,,1878.0,"Plats: Norrgårda, Socken: Vallstena socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,60.2712185,18.4282271,46.3144754,11.0480288,Axe,851337_HST,Subnumber: 1,Iron,Norrgårda,,Vallstena parish,Gotland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,851337_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=6275,,"Place: Norrgårda, Parish: Vallstena parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",,,,,,800,1100,,,,,,
Yxa,836919_HST,20905.0,Undernummer: 2,Järn,Rothagen,L2000:9040,Sollerön socken,Dalarna,Sverige,Grav,2,Historiska museet,Yxa - 416,https://samlingar.shm.se/object/DA346215-F9CD-48A1-AC81-30A5925DC067,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,836919_HST,,20905.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20905,,1935.0,"Plats: Rothagen, Fornlämning: L2000:9040, Socken: Sollerön socken, Kommun: Mora kommun, Landskap: Dalarna, Land: Sverige",Grav: 2,,,,Vikt 895 g,,60.9139087,14.6058093,46.3144754,11.0480288,Axe,836919_HST,Subnumber: 2,Iron,Rothagen,L2000:9040,Sollerön parish,The valleys,Sweden,Serious,2,Weapons and armor Archaeological collection,800 – 1100,Viking age,836919_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20905,,"Place: Rothagen, Ancient site: L2000:9040, Parish: Sollerön parish, Municipality: Mora municipality, Landscape: Dalarna, Country: Sweden",Serious: 2,,,,Weight 895 g,800,1100,,,,,895.0,
Svärd Petersen Z,836967_HST,22293.0,Undernummer: 1,"Järn, Silver",Bengtsarvet och Häradsarvet,L2000:9040,Sollerön socken,Dalarna,Sverige,Röse,1,Historiska museet,Svärd Petersen Z - 417,https://samlingar.shm.se/object/EAF5EAC7-31A1-42F8-BB50-C885BC2442E2,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,836967_HST,,22293.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=22293,,1939.0,"Plats: Bengtsarvet och Häradsarvet, Fornlämning: L2000:9040, Socken: Sollerön socken, Kommun: Mora kommun, Landskap: Dalarna, Land: Sverige",Röse: 1,,,,Vikt 1316 g  Längd 855 mm  Bredd 114 mm,,,,46.3144754,11.0480288,Sword Petersen Z,836967_HST,Subnumber: 1,"Iron, Silver",Bengtsarvet and Häradsarvet,L2000:9040,Sollerön parish,The valleys,Sweden,Cairn,1,Weapons and armor Archaeological collection,800 – 1100,Viking age,836967_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=22293,,"Location: Bengtsarvet and Häradsarvet, Ancient site: L2000:9040, Parish: Sollerön parish, Municipality: Mora municipality, Landscape: Dalarna, Country: Sweden",Cairn: 1,,,,Weight 1316 g Length 855 mm Width 114 mm,800,1100,114.0,855.0,,,1316.0,
Sköldbuckla,974253_HST,35000.0,Fyndnummer: 93044,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1098,Historiska museet,Sköldbuckla - 418,https://samlingar.shm.se/object/595A26A9-44F9-4AF1-B8B6-CE853B9AA2E1,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,974253_HST,"Birka, Adelsö socken",35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1098",R001098,"Ambrosiani, Björn",1990-06-07,Vikt 13 g  Längd 40 mm,2.0,,,,,Thyroid hump,974253_HST,Funny number: 93044,Iron,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1098,Weapons and armor Archaeological collection,800 – 1100,Viking age,974253_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1098",R001098,"Ambrosiani, Björn",1990-06-07,Weight 13 g Length 40 mm,800,1100,,40.0,,,13.0,1990.0
Pilspets,978330_HST,35000.0,Fyndnummer: 38872,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2426,Historiska museet,Pilspets - 419,https://samlingar.shm.se/object/988F15C3-7EBB-4156-BCEE-BB173C640624,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,978330_HST,"Birka, Adelsö socken",35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2426",R002426,"Ambrosiani, Björn",1991-09-12,Vikt 5 g  Längd 65 mm  Tjocklek 14 mm,,,,,,Pilspets,978330_HST,Funny number: 38872,Iron,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2426,Weapons and armor Archaeological collection,800 – 1100,Viking age,978330_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2426",R002426,"Ambrosiani, Björn",1991-09-12,Weight 5 g Length 65 mm Thickness 14 mm,800,1100,,65.0,14.0,,5.0,1991.0
Timglaskoger,979434_HST,35000.0,Fyndnummer: 67030,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,6254,Historiska museet,Timglaskoger - 420,https://samlingar.shm.se/object/A3E4975E-B154-44E5-BADB-2DE5FEBC246C,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,979434_HST,"Birka, Adelsö socken",35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 6254",R006254,"Ambrosiani, Björn",1994-08-03,Vikt 2 g  Längd 58 mm  Tjocklek 14 mm,,,,,,Hourglass forests,979434_HST,Funny number: 67030,Iron,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,6254,Weapons and armor Archaeological collection,800 – 1100,Viking age,979434_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 6254",R006254,"Ambrosiani, Björn",1994-08-03,Weight 2 g Length 58 mm Thickness 14 mm,800,1100,,58.0,14.0,,2.0,1994.0
Sköld,976926_HST,35000.0,Fyndnummer: 33568,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1394,Historiska museet,Sköld - 421,https://samlingar.shm.se/object/4E34DF3F-4B18-4199-B6FB-1106D6190D72,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,976926_HST,"Birka, Adelsö socken",35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1394",R001394,"Ambrosiani, Björn",1991-06-21,Vikt 176 g,,,,,,shield,976926_HST,Funny number: 33568,Iron,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1394,Weapons and armor Archaeological collection,800 – 1100,Viking age,976926_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R unit, Box: 1394",R001394,"Ambrosiani, Björn",1991-06-21,Weight 176 g,800,1100,,,,,176.0,1991.0
Svärd Petersen Z,1085786_HST,29122.0,FID: 1085786,"Järn, silverbeläggning",Ålbo,L1951:7327,Hedesunda socken,Gästrikland,Sverige,Röse,1,Historiska museet,Svärd Petersen Z - 422,https://samlingar.shm.se/object/CE53AF72-4124-4152-AC8B-2651027DE4E7,Vapen och rustningar  Arkeologisk samling,2.0,800 – 1100,Vikingatid,1085786_HST,,29122.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=29122,,1970.0,"Plats: Ålbo, Fornlämning: L1951:7327, Socken: Hedesunda socken, Kommun: Gävle kommun, Landskap: Gästrikland, Land: Sverige",Röse: 1,,,,,2.0,59.8658003,17.345581,46.3144754,11.0480288,Sword Petersen Z,1085786_HST,FID: 1085786,"Iron, silver plating",Ålbo,L1951:7327,Hedesunda parish,Guest country,Sweden,Cairn,1,Weapons and armor Archaeological collection,800 – 1100,Viking age,1085786_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=29122,,"Place: Ålbo, Ancient remains: L1951:7327, Parish: Hedesunda parish, Municipality: Gävle municipality, Landscape: Gästrikland, Country: Sweden",Cairn: 1,,,,,800,1100,,,,,,
Pilspets,981295_HST,35000.0,Fyndnummer: 68028,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,6870,Historiska museet,Pilspets - 423,https://samlingar.shm.se/object/A0E66351-9077-47A8-9ED6-5904D36F33BC,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,981295_HST,"Birka, Adelsö socken",35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 6870",R006870,"Ambrosiani, Björn",1994-08-31,Vikt 2 g,1.0,,,,,Pilspets,981295_HST,Funny number: 68028,Iron,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,6870,Weapons and armor Archaeological collection,800 – 1100,Viking age,981295_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 6870",R006870,"Ambrosiani, Björn",1994-08-31,Weight 2 g,800,1100,,,,,2.0,1994.0
Pilspets,981296_HST,35000.0,Fyndnummer: 68029,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,6589,Historiska museet,Pilspets - 424,https://samlingar.shm.se/object/6EF7D8F9-713E-4904-9497-A1D890C75664,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,981296_HST,"Birka, Adelsö socken",35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 6589",R006589,"Ambrosiani, Björn",1994-08-12,Vikt 1 g,2.0,,,,,Pilspets,981296_HST,Funny number: 68029,Iron,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,6589,Weapons and armor Archaeological collection,800 – 1100,Viking age,981296_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 6589",R006589,"Ambrosiani, Björn",1994-08-12,Weight 1 g,800,1100,,,,,1.0,1994.0
Doppsko,980358_HST,35000.0,Fyndnummer: 59757,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,5933,Historiska museet,Doppsko - 425,https://samlingar.shm.se/object/CC6E4A33-2759-480C-B893-18D688E5E4F6,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,980358_HST,"Birka, Adelsö socken",35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 5933",R005933,"Ambrosiani, Björn",1994-07-06,Vikt 4 g,,,,,,Dipping shoes,980358_HST,Funny number: 59757,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,5933,Weapons and armor Archaeological collection,800 – 1100,Viking age,980358_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 5933",R005933,"Ambrosiani, Björn",1994-07-06,Weight 4 g,800,1100,,,,,4.0,1994.0
Pilspets,980792_HST,35000.0,Fyndnummer: 67520,"Järn, Trä","Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,5791,Historiska museet,Pilspets - 426,https://samlingar.shm.se/object/439913EA-A2F3-4BB3-A131-DCCA48D3A7EA,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,980792_HST,"Birka, Adelsö socken",35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 5791",R005791,"Ambrosiani, Björn",1994-07-01,Vikt 7 g  Längd 93 mm  Tjocklek 3 mm,,,,,,Pilspets,980792_HST,Funny number: 67520,"Iron, Wood","Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,5791,Weapons and armor Archaeological collection,800 – 1100,Viking age,980792_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,KML,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 5791",R005791,"Ambrosiani, Björn",1994-07-01,Weight 7 g Length 93 mm Thickness 3 mm,800,1100,,93.0,3.0,,7.0,1994.0
Ringbrynja,1370968_HST,28045.0,Fyndnummer: 100,"Järn, Cu-legering",Lilla Vilunda,L2017:4639,Hammarby socken,Uppland,Sverige,,,Historiska museet,Ringbrynja - 427,https://samlingar.shm.se/object/668A29AC-0809-4892-AEAE-5A400560B8EF,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1500,Vikingatid  Medeltid,1370968_HST,,28045.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=28045,,1967.0,"Plats: Lilla Vilunda, Fornlämning: L2017:4639, Socken: Hammarby socken, Kommun: Upplands Väsby kommun, Landskap: Uppland, Land: Sverige",,,,,,,59.522971,17.8963909,46.3144754,11.0480288,Ring mail,1370968_HST,Funny number: 100,"Iron, Cu alloy",Lilla Vilunda,L2017:4639,Hammarby parish,Hinterland,Sweden,,,Weapons and armor Archaeological collection,800 – 1500,Viking Age Middle Ages,1370968_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=28045,,"Place: Lilla Vilunda, Ancient remains: L2017:4639, Parish: Hammarby parish, Municipality: Upplands Väsby municipality, Landscape: Uppland, Country: Sweden",,,,,,800,1500,,,,,,
Rundsköld,107817_HST,34000.0,Undernummer: Bj 750,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Rundsköld - 428,https://samlingar.shm.se/object/83C47594-67D2-4D36-BABB-02D9311DE97C,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,107817_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",Bj 750,"Stolpe, Hjalmar",1879,,,,,,,Round shield,107817_HST,Subnumber: Bj 750,Iron,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,750,Weapons and armor Archaeological collection,800 – 1100,Viking age,107817_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 750",Bj 750,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
