Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Förvärvsnummer,Omnämns i katalog,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Förvärvsmetod,Kontextnamn,Historisk plats,Undersökare,Undersökningsår,latitude,longitude,historisk_plats_latitude,historisk_plats_longitude,Föremålsbenämning_translated,Föremålsnr._translated,Andra nummer_translated,Material_translated,Plats_translated,Fornlämning_translated,Socken_translated,Landskap_translated,Land_translated,Kontexttyp_translated,Kontextnr._translated,Kategori_translated,Storlek_translated,Datering_translated,Tidsperiod_translated,Föremålsnummer_translated,Omnämns i katalog_translated,Fyndplats_translated,Arkeologisk kontext_translated,Förvärvsmetod_translated,Kontextnamn_translated,Historisk plats_translated,Undersökare_translated,Undersökningsår_translated,Era Start Year,Era End Year,Width,Length,Thickness,Diameter,Weight,year_uncovered
spiralring,1104_HST,33759.0,Undernummer: 486,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 11,https://samlingar.shm.se/object/670C3D95-CFBD-45EA-8F3E-A4FB38D1A303,Handel och värdemätare  Arkeologisk samling,Vikt 64 g  Diameter 73 mm  Bredd 4 mm  Tjocklek 4 mm,1.0,800 – 1100,Vikingatid,1104_HST,33759.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093,46.3144754,11.0480288,spiralring,1104_HST,Subnumber: 486,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,2,Trade and valuers Archaeological collection,Weight 64 g Diameter 73 mm Width 4 mm Thickness 4 mm,800 – 1100,Viking age,1104_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 2,,,,,,800,1100,4.0,,4.0,73.0,64.0,
Permisk halsring,1213_HST,33759.0,Undernummer: 662,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 12,https://samlingar.shm.se/object/6C345EDD-555B-4AD6-85BD-064DE33D406D,Handel och värdemätare  Arkeologisk samling,Vikt 19.5 g  Diameter 52.5 mm  Diameter 4 mm,1.0,800 – 1100,Vikingatid,1213_HST,33759.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093,46.3144754,11.0480288,Permian necklace,1213_HST,Subnumber: 662,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,2,Trade and valuers Archaeological collection,Weight 19.5 g Diameter 52.5 mm Diameter 4 mm,800 – 1100,Viking age,1213_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 2,,,,,,800,1100,,,,52.5,19.5,
Permisk halsring,1247_HST,33759.0,Undernummer: 622,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 13,https://samlingar.shm.se/object/E44BFE28-3268-4743-82D0-506BAAE257CD,Handel och värdemätare  Arkeologisk samling,Vikt 63.5 g  Diameter 68 mm  Diameter 4.5 mm,1.0,800 – 1100,Vikingatid,1247_HST,33759.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093,46.3144754,11.0480288,Permian necklace,1247_HST,Subnumber: 622,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,2,Trade and valuers Archaeological collection,Weight 63.5 g Diameter 68 mm Diameter 4.5 mm,800 – 1100,Viking age,1247_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 2,,,,,,800,1100,,,,68.0,63.5,
Barr,9_HST,33758.0,Undernummer: 9,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Barr - 14,https://samlingar.shm.se/object/8FF5585A-D399-42B8-91FA-008EDAD347F7,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 108.2 g  Längd 126 mm  Bredd 12 mm  Tjocklek 11.5 mm,1.0,800 – 1100,Vikingatid,9_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Barr,9_HST,Subnumber: 9,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Crafts and implements Trade and valuers Archaeological collection,Weight 108.2 g Length 126 mm Width 12 mm Thickness 11.5 mm,800 – 1100,Viking age,9_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,12.0,126.0,11.5,,108.2,
Barr,43_HST,33758.0,Undernummer: 46,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Barr - 15,https://samlingar.shm.se/object/649B09F6-F60A-41C0-A862-241C90DEC2C6,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 73.7 g  Längd 135 mm  Bredd 11 mm  Tjocklek 9 mm,1.0,800 – 1100,Vikingatid,43_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Barr,43_HST,Subnumber: 46,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Crafts and implements Trade and valuers Archaeological collection,Weight 73.7 g Length 135 mm Width 11 mm Thickness 9 mm,800 – 1100,Viking age,43_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,11.0,135.0,9.0,,73.7,
Barr,70_HST,33758.0,Undernummer: 124,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Barr - 16,https://samlingar.shm.se/object/BBC4A1EC-A69E-48FA-A33E-50EF09665FED,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 50.8 g  Längd 66 mm  Bredd 12.5 mm  Tjocklek 11.5 mm,1.0,800 – 1100,Vikingatid,70_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Barr,70_HST,Subnumber: 124,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Crafts and implements Trade and valuers Archaeological collection,Weight 50.8 g Length 66 mm Width 12.5 mm Thickness 11.5 mm,800 – 1100,Viking age,70_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,12.5,66.0,11.5,,50.8,
Konglomerat,77_HST,33758.0,Undernummer: 134,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Konglomerat - 17,https://samlingar.shm.se/object/066B9F9A-BA56-4552-B50D-E8ACB2FB6FAD,Handel och värdemätare  Arkeologisk samling,Vikt 79.5 g,1.0,800 – 1100,Vikingatid,77_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Conglomerate,77_HST,Subnumber: 134,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Trade and valuers Archaeological collection,Weight 79.5 g,800 – 1100,Viking age,77_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,,,,,79.5,
Barr,111_HST,33758.0,Undernummer: 173,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Barr - 18,https://samlingar.shm.se/object/FECB1EBD-6426-4551-B094-277047EEE9A0,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 101 g  Längd 116 mm  Bredd 18 mm  Tjocklek 11 mm,1.0,800 – 1100,Vikingatid,111_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Barr,111_HST,Subnumber: 173,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Crafts and implements Trade and valuers Archaeological collection,Weight 101 g Length 116 mm Width 18 mm Thickness 11 mm,800 – 1100,Viking age,111_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,18.0,116.0,11.0,,101.0,
Barr,127_HST,33758.0,Undernummer: 189,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Barr - 19,https://samlingar.shm.se/object/52A564ED-E637-40A9-B8EB-F5660DE16F63,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 73.9 g  Längd 145 mm  Bredd 9.5 mm  Tjocklek 8 mm,1.0,800 – 1100,Vikingatid,127_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Barr,127_HST,Subnumber: 189,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Crafts and implements Trade and valuers Archaeological collection,Weight 73.9 g Length 145 mm Width 9.5 mm Thickness 8 mm,800 – 1100,Viking age,127_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,9.5,145.0,8.0,,73.9,
Barr,129_HST,33758.0,Undernummer: 192,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Barr - 20,https://samlingar.shm.se/object/CA6887BC-66C0-4A19-80C5-A43BD30402D2,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 32 g  Längd 80 mm  Bredd 80 mm  Tjocklek 7 mm,1.0,800 – 1100,Vikingatid,129_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Barr,129_HST,Subnumber: 192,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Crafts and implements Trade and valuers Archaeological collection,Weight 32 g Length 80 mm Width 80 mm Thickness 7 mm,800 – 1100,Viking age,129_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,80.0,80.0,7.0,,32.0,
Barr,136_HST,33758.0,Undernummer: 199,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Barr - 21,https://samlingar.shm.se/object/0CA1B6BC-0B8F-4330-904D-439CCA600C8E,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 64 g  Längd 90 mm  Bredd 10.5 mm  Tjocklek 10 mm,1.0,800 – 1100,Vikingatid,136_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Barr,136_HST,Subnumber: 199,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Crafts and implements Trade and valuers Archaeological collection,Weight 64 g Length 90 mm Width 10.5 mm Thickness 10 mm,800 – 1100,Viking age,136_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,10.5,90.0,10.0,,64.0,
Permisk halsring,143_HST,33758.0,Undernummer: 208,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Permisk halsring - 22,https://samlingar.shm.se/object/BF4A41A2-E363-4956-AB59-8B430EBA41EE,Handel och värdemätare  Arkeologisk samling,Vikt 33.7 g  Diameter 35 mm  Diameter 4 mm,1.0,800 – 1100,Vikingatid,143_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Permian necklace,143_HST,Subnumber: 208,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Trade and valuers Archaeological collection,Weight 33.7 g Diameter 35 mm Diameter 4 mm,800 – 1100,Viking age,143_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,,,,35.0,33.7,
spiralring,184_HST,33758.0,Undernummer: 397,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,spiralring - 23,https://samlingar.shm.se/object/3465299B-B6BA-46A7-850D-2C6A7F10E11C,Handel och värdemätare  Arkeologisk samling,Vikt 75.5 g  Diameter 79 mm  Bredd 6.5 mm  Tjocklek 6.5 mm,1.0,800 – 1100,Vikingatid,184_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,spiralring,184_HST,Subnumber: 397,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Trade and valuers Archaeological collection,Weight 75.5 g Diameter 79 mm Width 6.5 mm Thickness 6.5 mm,800 – 1100,Viking age,184_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,6.5,,6.5,79.0,75.5,
Permisk halsring,238_HST,33758.0,Undernummer: 453,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Permisk halsring - 24,https://samlingar.shm.se/object/92A952AA-E905-474D-842D-6174DB16A761,Handel och värdemätare  Arkeologisk samling,Vikt 39.5 g  Diameter 52.5 mm  Diameter 4 mm,1.0,800 – 1100,Vikingatid,238_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Permian necklace,238_HST,Subnumber: 453,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Trade and valuers Archaeological collection,Weight 39.5 g Diameter 52.5 mm Diameter 4 mm,800 – 1100,Viking age,238_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,,,,52.5,39.5,
spiralring,243_HST,33758.0,Undernummer: 458,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,spiralring - 25,https://samlingar.shm.se/object/D5DF972C-817E-4257-973D-7D4DB47CE3BA,Handel och värdemätare  Arkeologisk samling,Vikt 52 g  Diameter 73 mm  Bredd 4 mm,1.0,800 – 1100,Vikingatid,243_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,spiralring,243_HST,Subnumber: 458,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Trade and valuers Archaeological collection,Weight 52 g Diameter 73 mm Width 4 mm,800 – 1100,Viking age,243_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,4.0,,,73.0,52.0,
Konglomerat,261_HST,33758.0,Undernummer: 477,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Konglomerat - 26,https://samlingar.shm.se/object/2C1E6EC7-D3B7-4EA4-86FC-1A9B9077B63B,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 437.5 g,1.0,800 – 1100,Vikingatid,261_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Conglomerate,261_HST,Subnumber: 477,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Costume and Personal Equipment Trade and Value Gauges Archaeological Collection,Weight 437.5 g,800 – 1100,Viking age,261_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,,,,,437.5,
Konglomerat,263_HST,33758.0,Undernummer: 479,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Konglomerat - 27,https://samlingar.shm.se/object/85DB0E79-687F-4983-BBDF-0B346D5A121E,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 200 g,1.0,800 – 1100,Vikingatid,263_HST,33758.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002.0,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093,46.3144754,11.0480288,Conglomerate,263_HST,Subnumber: 479,Silver,Gambling,L1976:7626,Othem parish,Gotland,Sweden,Tax fun,1,Costume and Personal Equipment Trade and Value Gauges Archaeological Collection,Weight 200 g,800 – 1100,Viking age,263_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,"Place: Spillings, Ancient site: L1976:7626, Property: Spillings 1:36, Parish: Othem parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",Tax jokes: 1,KML (redemption),The gambling tax,,,,800,1100,,,,,200.0,
Pyndare,107229_HST,4078.0,FID: 107229,"Järn, Brons",Smiss,,Eke socken,Gotland,Sverige,,,Historiska museet,Pyndare - 28,https://samlingar.shm.se/object/7D50F9F2-87A4-4402-8023-AB68BE282CFA,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,107229_HST,4078.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=4078,1869.0,"Plats: Smiss, Socken: Eke socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,57.7407697,18.6287463,46.3144754,11.0480288,Punter,107229_HST,FID: 107229,"Iron, Bronze",Smiss,,Eke socken,Gotland,Sweden,,,Trade and valuers Archaeological collection,,800 – 1100,Viking age,107229_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=4078,"Place: Smiss, Parish: Eke parish, Municipality: Gotland municipality, Landscape: Gotland, Country: Sweden",,,,,,,800,1100,,,,,,
Balansvåg i dosa,107468_HST,15115.0,FID: 107468,Brons,Långbro,,Vårdinge socken,Södermanland,Sverige,,,Historiska museet,Balansvåg i dosa - 29,https://samlingar.shm.se/object/EA67A9F5-4B75-4C96-ACA1-0EE8B3F7B58D,Handel och värdemätare  Arkeologisk samling,,1.0,800 – 1100,Vikingatid,107468_HST,15115.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=15115,1914.0,"Plats: Långbro, Socken: Vårdinge socken, Kommun: Södertälje kommun, Landskap: Södermanland, Land: Sverige",,,,,,,59.2824326,17.9824914,46.3144754,11.0480288,Balance scale in box,107468_HST,FID: 107468,Bronze,A long bridge,,Vårdinge parish,Södermanland,Sweden,,,Trade and valuers Archaeological collection,,800 – 1100,Viking age,107468_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=15115,"Place: Långbro, Parish: Vårdinge parish, Municipality: Södertälje municipality, Landscape: Södermanland, Country: Sweden",,,,,,,800,1100,,,,,,
Vikt,107881_HST,15721.0,Undernummer: II:30,Brons,Unna Saiva,,Gällivare socken,Lappland,Sverige,,,Historiska museet,Vikt - 30,https://samlingar.shm.se/object/61E00628-F81D-499C-9D97-5D2F59D6C3C0,Handel och värdemätare  Arkeologisk samling,,5.0,800 – 1100,Vikingatid,107881_HST,15721.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=15721,1916.0,"Plats: Unna Saiva, Socken: Gällivare socken, Kommun: Gällivare kommun, Landskap: Lappland, Land: Sverige",,,,,,,67.52275,18.767187499999988,46.3144754,11.0480288,Weight,107881_HST,Subnumber: II:30,Bronze,Unna Saiva,,Gällivare parish,Lapland,Sweden,,,Trade and valuers Archaeological collection,,800 – 1100,Viking age,107881_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=15721,"Place: Unna Saiva, Parish: Gällivare parish, Municipality: Gällivare municipality, Landscape: Lapland, Country: Sweden",,,,,,,800,1100,,,,,,
